,Predicción,province,energy type
2034-12-31,37333.20685328543,Ontario,Hydro / Wave / Tidal
2035-12-31,37317.406721470354,Ontario,Hydro / Wave / Tidal
2036-12-31,37300.75763664126,Ontario,Hydro / Wave / Tidal
2037-12-31,37316.9037534982,Ontario,Hydro / Wave / Tidal
2038-12-31,37300.2493321389,Ontario,Hydro / Wave / Tidal
2039-12-31,37320.473447496894,Ontario,Hydro / Wave / Tidal
2040-12-31,37312.794625237584,Ontario,Hydro / Wave / Tidal
2041-12-31,37310.34382373929,Ontario,Hydro / Wave / Tidal
2042-12-31,37313.57731633484,Ontario,Hydro / Wave / Tidal
2043-12-31,37311.73354514778,Ontario,Hydro / Wave / Tidal
2044-12-31,37315.596748307944,Ontario,Hydro / Wave / Tidal
2045-12-31,37313.017870084645,Ontario,Hydro / Wave / Tidal
2046-12-31,37312.97740139723,Ontario,Hydro / Wave / Tidal
2047-12-31,37313.82457556784,Ontario,Hydro / Wave / Tidal
2048-12-31,37313.69872239709,Ontario,Hydro / Wave / Tidal
2049-12-31,37314.24571674347,Ontario,Hydro / Wave / Tidal
2050-12-31,37313.566643274426,Ontario,Hydro / Wave / Tidal
2051-12-31,37313.74452761471,Ontario,Hydro / Wave / Tidal
2024-12-31,17158.228333552477,Ontario,Wind
2025-12-31,18410.96511808276,Ontario,Wind
2026-12-31,19451.778229652642,Ontario,Wind
2027-12-31,20745.094771157503,Ontario,Wind
2028-12-31,21345.68291184187,Ontario,Wind
2029-12-31,22045.3771765089,Ontario,Wind
2030-12-31,23009.63456319451,Ontario,Wind
2031-12-31,23914.07063286662,Ontario,Wind
2032-12-31,24790.974238523242,Ontario,Wind
2033-12-31,25600.73388041377,Ontario,Wind
2034-12-31,26446.453370504376,Ontario,Wind
2035-12-31,27313.005973296164,Ontario,Wind
2036-12-31,28160.077369699477,Ontario,Wind
2037-12-31,28995.677980743643,Ontario,Wind
2038-12-31,29822.834013246294,Ontario,Wind
2039-12-31,30650.555310232638,Ontario,Wind
2040-12-31,31472.462765285967,Ontario,Wind
2041-12-31,32284.3158201313,Ontario,Wind
2042-12-31,33087.68131054282,Ontario,Wind
2043-12-31,33882.976199675795,Ontario,Wind
2044-12-31,34670.01994678259,Ontario,Wind
2045-12-31,35447.31234422207,Ontario,Wind
2046-12-31,36214.16776701212,Ontario,Wind
2047-12-31,36970.47015324354,Ontario,Wind
2048-12-31,37715.755255279546,Ontario,Wind
2049-12-31,38449.567422661785,Ontario,Wind
2050-12-31,39171.27046418429,Ontario,Wind
2051-12-31,39880.52049270868,Ontario,Wind
2024-12-31,1335.0271577501298,Ontario,Biomass / Geothermal
2025-12-31,1365.7583722400666,Ontario,Biomass / Geothermal
2026-12-31,1402.9751866292954,Ontario,Biomass / Geothermal
2027-12-31,1434.2144358301164,Ontario,Biomass / Geothermal
2028-12-31,1470.2560017204285,Ontario,Biomass / Geothermal
2029-12-31,1486.1425236797334,Ontario,Biomass / Geothermal
2030-12-31,1510.3267287826538,Ontario,Biomass / Geothermal
2031-12-31,1532.8731896305085,Ontario,Biomass / Geothermal
2032-12-31,1553.5601925086976,Ontario,Biomass / Geothermal
2033-12-31,1572.7661430358887,Ontario,Biomass / Geothermal
2034-12-31,1590.3199000167847,Ontario,Biomass / Geothermal
2035-12-31,1607.2063839912416,Ontario,Biomass / Geothermal
2036-12-31,1622.9510186481477,Ontario,Biomass / Geothermal
2037-12-31,1637.6453556442261,Ontario,Biomass / Geothermal
2038-12-31,1651.38059132576,Ontario,Biomass / Geothermal
2039-12-31,1664.2273140335085,Ontario,Biomass / Geothermal
2040-12-31,1676.258243970871,Ontario,Biomass / Geothermal
2041-12-31,1687.5012137889862,Ontario,Biomass / Geothermal
2042-12-31,1698.009993801117,Ontario,Biomass / Geothermal
2043-12-31,1707.8326693534852,Ontario,Biomass / Geothermal
2044-12-31,1717.0124698829652,Ontario,Biomass / Geothermal
2045-12-31,1725.5908482742311,Ontario,Biomass / Geothermal
2046-12-31,1733.6057043075562,Ontario,Biomass / Geothermal
2047-12-31,1741.092924337387,Ontario,Biomass / Geothermal
2048-12-31,1748.0878025341035,Ontario,Biomass / Geothermal
2049-12-31,1754.6195927906037,Ontario,Biomass / Geothermal
2050-12-31,1760.7201546096803,Ontario,Biomass / Geothermal
2051-12-31,1766.4174390792848,Ontario,Biomass / Geothermal
2024-12-31,10179.27990729332,Ontario,Solar
2025-12-31,12926.750024238825,Ontario,Solar
2026-12-31,15517.730232535601,Ontario,Solar
2027-12-31,18952.35566971779,Ontario,Solar
2028-12-31,23369.11088347435,Ontario,Solar
2029-12-31,28442.913903079032,Ontario,Solar
2030-12-31,34255.538795256616,Ontario,Solar
2031-12-31,40648.97072030068,Ontario,Solar
2032-12-31,47549.73940536976,Ontario,Solar
2033-12-31,54554.91625705719,Ontario,Solar
2034-12-31,61209.21832117081,Ontario,Solar
2035-12-31,67186.7862300396,Ontario,Solar
2036-12-31,72273.56320509911,Ontario,Solar
2037-12-31,76410.01624611855,Ontario,Solar
2038-12-31,79636.57384749413,Ontario,Solar
2039-12-31,82072.89541305542,Ontario,Solar
2040-12-31,83869.55897406579,Ontario,Solar
2041-12-31,85171.00045160294,Ontario,Solar
2042-12-31,86101.3567476368,Ontario,Solar
2043-12-31,86759.57980041504,Ontario,Solar
2044-12-31,87222.20323133469,Ontario,Solar
2045-12-31,87545.79302378655,Ontario,Solar
2046-12-31,87771.27859708786,Ontario,Solar
2047-12-31,87928.16828235626,Ontario,Solar
2048-12-31,88037.06936018945,Ontario,Solar
2049-12-31,88112.5548925209,Ontario,Solar
2050-12-31,88164.90540003777,Ontario,Solar
2051-12-31,88201.11071202278,Ontario,Solar
2024-12-31,77967.49389747142,Ontario,Uranium
2025-12-31,80187.31530098914,Ontario,Uranium
2026-12-31,83409.306167984,Ontario,Uranium
2027-12-31,86719.84356327057,Ontario,Uranium
2028-12-31,89362.95158500671,Ontario,Uranium
2029-12-31,90924.3600326538,Ontario,Uranium
2030-12-31,91194.35064109802,Ontario,Uranium
2031-12-31,90272.08019100188,Ontario,Uranium
2032-12-31,88512.77640335083,Ontario,Uranium
2033-12-31,86409.09553979873,Ontario,Uranium
2034-12-31,84463.11680545806,Ontario,Uranium
2035-12-31,83078.05008148192,Ontario,Uranium
2036-12-31,82478.52474491119,Ontario,Uranium
2037-12-31,82685.80075532912,Ontario,Uranium
2038-12-31,83543.80715940475,Ontario,Uranium
2039-12-31,84779.57563543318,Ontario,Uranium
2040-12-31,86077.99839994429,Ontario,Uranium
2041-12-31,87153.54358238219,Ontario,Uranium
2042-12-31,87805.68927757263,Ontario,Uranium
2043-12-31,87950.0556703186,Ontario,Uranium
2044-12-31,87621.90411621094,Ontario,Uranium
2045-12-31,86953.90208381652,Ontario,Uranium
2046-12-31,86135.2355386734,Ontario,Uranium
2047-12-31,85363.07779718399,Ontario,Uranium
2048-12-31,84798.29132137298,Ontario,Uranium
2049-12-31,84535.04523628234,Ontario,Uranium
2050-12-31,84589.38638963699,Ontario,Uranium
2051-12-31,84906.68278953551,Ontario,Uranium
2024-12-31,-618.9343608307838,Ontario,Coal & Coke
2025-12-31,-722.6480660164356,Ontario,Coal & Coke
2026-12-31,-809.0786424160003,Ontario,Coal & Coke
2027-12-31,-880.0343638718128,Ontario,Coal & Coke
2028-12-31,-937.4199497795105,Ontario,Coal & Coke
2029-12-31,-983.1109503746032,Ontario,Coal & Coke
2030-12-31,-1009.1393680167198,Ontario,Coal & Coke
2031-12-31,-1028.3973292255403,Ontario,Coal & Coke
2032-12-31,-1042.430853009224,Ontario,Coal & Coke
2033-12-31,-1052.4958724164962,Ontario,Coal & Coke
2034-12-31,-1059.5996600961685,Ontario,Coal & Coke
2035-12-31,-1064.5316566205024,Ontario,Coal & Coke
2036-12-31,-1068.0550770783425,Ontario,Coal & Coke
2037-12-31,-1070.5604135656356,Ontario,Coal & Coke
2038-12-31,-1072.3334703302382,Ontario,Coal & Coke
2039-12-31,-1073.5883329510689,Ontario,Coal & Coke
2040-12-31,-1074.475717675686,Ontario,Coal & Coke
2041-12-31,-1075.1048081493377,Ontario,Coal & Coke
2042-12-31,-1075.550748410225,Ontario,Coal & Coke
2043-12-31,-1075.866631681919,Ontario,Coal & Coke
2044-12-31,-1076.0903511118888,Ontario,Coal & Coke
2045-12-31,-1076.2483462691307,Ontario,Coal & Coke
2046-12-31,-1076.3606341552734,Ontario,Coal & Coke
2047-12-31,-1076.440273990631,Ontario,Coal & Coke
2048-12-31,-1076.496685540676,Ontario,Coal & Coke
2049-12-31,-1076.536719543934,Ontario,Coal & Coke
2050-12-31,-1076.564764754772,Ontario,Coal & Coke
2051-12-31,-1076.584781756401,Ontario,Coal & Coke
2024-12-31,13798.222427635788,Ontario,Natural Gas
2025-12-31,15230.877087887526,Ontario,Natural Gas
2026-12-31,15994.10655550182,Ontario,Natural Gas
2027-12-31,16124.538222807647,Ontario,Natural Gas
2028-12-31,15694.118824794294,Ontario,Natural Gas
2029-12-31,14963.43547441423,Ontario,Natural Gas
2030-12-31,14320.488529736996,Ontario,Natural Gas
2031-12-31,13929.574333404005,Ontario,Natural Gas
2032-12-31,13837.508453434408,Ontario,Natural Gas
2033-12-31,13987.776538841128,Ontario,Natural Gas
2034-12-31,14260.377292361856,Ontario,Natural Gas
2035-12-31,14527.904974902869,Ontario,Natural Gas
2036-12-31,14705.677131460607,Ontario,Natural Gas
2037-12-31,14763.070187580885,Ontario,Natural Gas
2038-12-31,14717.3775206545,Ontario,Natural Gas
2039-12-31,14614.331329330802,Ontario,Natural Gas
2040-12-31,14504.711863161028,Ontario,Natural Gas
2041-12-31,14426.09277381748,Ontario,Natural Gas
2042-12-31,14394.698580966295,Ontario,Natural Gas
2043-12-31,14406.558598256708,Ontario,Natural Gas
2044-12-31,14444.837315722109,Ontario,Natural Gas
2045-12-31,14489.167389210164,Ontario,Natural Gas
2046-12-31,14523.325800259412,Ontario,Natural Gas
2047-12-31,14539.280603486597,Ontario,Natural Gas
2048-12-31,14537.301515330673,Ontario,Natural Gas
2049-12-31,14523.415372138024,Ontario,Natural Gas
2050-12-31,14505.711165069342,Ontario,Natural Gas
2051-12-31,14491.087429982425,Ontario,Natural Gas
2024-12-31,152.01379560157656,Ontario,Oil
2025-12-31,290.0351405873895,Ontario,Oil
2026-12-31,360.7622137999535,Ontario,Oil
2027-12-31,405.277086378336,Ontario,Oil
2028-12-31,403.9590809977055,Ontario,Oil
2029-12-31,347.20495613873004,Ontario,Oil
2030-12-31,255.73834998697043,Ontario,Oil
2031-12-31,173.1982447761297,Ontario,Oil
2032-12-31,114.26336336821318,Ontario,Oil
2033-12-31,98.6238199853897,Ontario,Oil
2034-12-31,132.4840158288181,Ontario,Oil
2035-12-31,202.6315144971013,Ontario,Oil
2036-12-31,282.73930267810823,Ontario,Oil
2037-12-31,347.95383444517853,Ontario,Oil
2038-12-31,377.1897245389223,Ontario,Oil
2039-12-31,362.411983383894,Ontario,Oil
2040-12-31,310.98754643261435,Ontario,Oil
2041-12-31,241.43847337692975,Ontario,Oil
2042-12-31,176.22030096307395,Ontario,Oil
2043-12-31,135.85947936236857,Ontario,Oil
2044-12-31,132.44838493734596,Ontario,Oil
2045-12-31,165.84689384669065,Ontario,Oil
2046-12-31,223.87031788945197,Ontario,Oil
2047-12-31,286.60829739958047,Ontario,Oil
2048-12-31,333.27912633150817,Ontario,Oil
2049-12-31,349.4191263431311,Ontario,Oil
2050-12-31,331.3762268650532,Ontario,Oil
2051-12-31,286.72111182779076,Ontario,Oil
2024-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2025-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2026-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2027-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2028-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2029-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2030-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2031-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2032-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2033-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2034-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2035-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2036-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2037-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2038-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2039-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2040-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2041-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2042-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2043-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2044-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2045-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2046-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2047-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2048-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2049-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2050-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2051-12-31,0.0,Prince Edward Island,Hydro / Wave / Tidal
2024-12-31,816.8692594528198,Prince Edward Island,Wind
2025-12-31,840.0558578968048,Prince Edward Island,Wind
2026-12-31,857.2396296977997,Prince Edward Island,Wind
2027-12-31,884.5626737499238,Prince Edward Island,Wind
2028-12-31,869.9761420345307,Prince Edward Island,Wind
2029-12-31,855.3477267837525,Prince Edward Island,Wind
2030-12-31,859.9201183509826,Prince Edward Island,Wind
2031-12-31,861.9894645786286,Prince Edward Island,Wind
2032-12-31,862.196693019867,Prince Edward Island,Wind
2033-12-31,859.5240395259857,Prince Edward Island,Wind
2034-12-31,858.3192685604096,Prince Edward Island,Wind
2035-12-31,858.5865857601166,Prince Edward Island,Wind
2036-12-31,858.336840057373,Prince Edward Island,Wind
2037-12-31,857.8371758174897,Prince Edward Island,Wind
2038-12-31,857.2868134880066,Prince Edward Island,Wind
2039-12-31,856.9861392498017,Prince Edward Island,Wind
2040-12-31,856.7859970188141,Prince Edward Island,Wind
2041-12-31,856.5361360931397,Prince Edward Island,Wind
2042-12-31,856.293476600647,Prince Edward Island,Wind
2043-12-31,856.086420993805,Prince Edward Island,Wind
2044-12-31,855.9209608650208,Prince Edward Island,Wind
2045-12-31,855.7734179019928,Prince Edward Island,Wind
2046-12-31,855.6354960536956,Prince Edward Island,Wind
2047-12-31,855.5126107978821,Prince Edward Island,Wind
2048-12-31,855.4060871982575,Prince Edward Island,Wind
2049-12-31,855.3127566242218,Prince Edward Island,Wind
2050-12-31,855.2296232795716,Prince Edward Island,Wind
2051-12-31,855.155592546463,Prince Edward Island,Wind
2024-12-31,5.317013664245605,Prince Edward Island,Biomass / Geothermal
2025-12-31,4.779934482574463,Prince Edward Island,Biomass / Geothermal
2026-12-31,3.5187127017974857,Prince Edward Island,Biomass / Geothermal
2027-12-31,2.0268116092681887,Prince Edward Island,Biomass / Geothermal
2028-12-31,1.7717422199249269,Prince Edward Island,Biomass / Geothermal
2029-12-31,1.9204114723205568,Prince Edward Island,Biomass / Geothermal
2030-12-31,2.343464765548706,Prince Edward Island,Biomass / Geothermal
2031-12-31,3.050140256881714,Prince Edward Island,Biomass / Geothermal
2032-12-31,3.723118419647217,Prince Edward Island,Biomass / Geothermal
2033-12-31,4.056429519653321,Prince Edward Island,Biomass / Geothermal
2034-12-31,4.1153017425537115,Prince Edward Island,Biomass / Geothermal
2035-12-31,3.930790405273438,Prince Edward Island,Biomass / Geothermal
2036-12-31,3.585284156799317,Prince Edward Island,Biomass / Geothermal
2037-12-31,3.230604238510132,Prince Edward Island,Biomass / Geothermal
2038-12-31,2.9885920238494874,Prince Edward Island,Biomass / Geothermal
2039-12-31,2.895702886581421,Prince Edward Island,Biomass / Geothermal
2040-12-31,2.9506462001800537,Prince Edward Island,Biomass / Geothermal
2041-12-31,3.1076718425750736,Prince Edward Island,Biomass / Geothermal
2042-12-31,3.29429744720459,Prince Edward Island,Biomass / Geothermal
2043-12-31,3.4460127449035647,Prince Edward Island,Biomass / Geothermal
2044-12-31,3.525830450057984,Prince Edward Island,Biomass / Geothermal
2045-12-31,3.5244411182403566,Prince Edward Island,Biomass / Geothermal
2046-12-31,3.4595827484130863,Prince Edward Island,Biomass / Geothermal
2047-12-31,3.365292434692383,Prince Edward Island,Biomass / Geothermal
2048-12-31,3.276896362304688,Prince Edward Island,Biomass / Geothermal
2049-12-31,3.2199263000488285,Prince Edward Island,Biomass / Geothermal
2050-12-31,3.2050553607940677,Prince Edward Island,Biomass / Geothermal
2051-12-31,3.227685632705689,Prince Edward Island,Biomass / Geothermal
2024-12-31,0.5821307492256165,Prince Edward Island,Solar
2025-12-31,0.41676921606063844,Prince Edward Island,Solar
2026-12-31,0.26271778106689453,Prince Edward Island,Solar
2027-12-31,0.12035871386528016,Prince Edward Island,Solar
2028-12-31,0.008582144118845463,Prince Edward Island,Solar
2029-12-31,-0.05643519997596741,Prince Edward Island,Solar
2030-12-31,-0.07265672206878662,Prince Edward Island,Solar
2031-12-31,-0.04740603834390641,Prince Edward Island,Solar
2032-12-31,0.009541169591248037,Prince Edward Island,Solar
2033-12-31,0.08466627657413484,Prince Edward Island,Solar
2034-12-31,0.16378029108047487,Prince Edward Island,Solar
2035-12-31,0.23453433871269228,Prince Edward Island,Solar
2036-12-31,0.28774816274642945,Prince Edward Island,Solar
2037-12-31,0.3181216859817505,Prince Edward Island,Solar
2038-12-31,0.32460705637931825,Prince Edward Island,Solar
2039-12-31,0.30994647026062017,Prince Edward Island,Solar
2040-12-31,0.2796772539615631,Prince Edward Island,Solar
2041-12-31,0.2408566522598267,Prince Edward Island,Solar
2042-12-31,0.2007386887073517,Prince Edward Island,Solar
2043-12-31,0.1656180548667908,Prince Edward Island,Solar
2044-12-31,0.14001550495624543,Prince Edward Island,Solar
2045-12-31,0.12627610087394717,Prince Edward Island,Solar
2046-12-31,0.12457016468048096,Prince Edward Island,Solar
2047-12-31,0.13322755932807923,Prince Edward Island,Solar
2048-12-31,0.1492921042442322,Prince Edward Island,Solar
2049-12-31,0.1691726475954056,Prince Edward Island,Solar
2050-12-31,0.18927850365638735,Prince Edward Island,Solar
2051-12-31,0.20655217409133914,Prince Edward Island,Solar
2024-12-31,0.0,Prince Edward Island,Uranium
2025-12-31,0.0,Prince Edward Island,Uranium
2026-12-31,0.0,Prince Edward Island,Uranium
2027-12-31,0.0,Prince Edward Island,Uranium
2028-12-31,0.0,Prince Edward Island,Uranium
2029-12-31,0.0,Prince Edward Island,Uranium
2030-12-31,0.0,Prince Edward Island,Uranium
2031-12-31,0.0,Prince Edward Island,Uranium
2032-12-31,0.0,Prince Edward Island,Uranium
2033-12-31,0.0,Prince Edward Island,Uranium
2034-12-31,0.0,Prince Edward Island,Uranium
2035-12-31,0.0,Prince Edward Island,Uranium
2036-12-31,0.0,Prince Edward Island,Uranium
2037-12-31,0.0,Prince Edward Island,Uranium
2038-12-31,0.0,Prince Edward Island,Uranium
2039-12-31,0.0,Prince Edward Island,Uranium
2040-12-31,0.0,Prince Edward Island,Uranium
2041-12-31,0.0,Prince Edward Island,Uranium
2042-12-31,0.0,Prince Edward Island,Uranium
2043-12-31,0.0,Prince Edward Island,Uranium
2044-12-31,0.0,Prince Edward Island,Uranium
2045-12-31,0.0,Prince Edward Island,Uranium
2046-12-31,0.0,Prince Edward Island,Uranium
2047-12-31,0.0,Prince Edward Island,Uranium
2048-12-31,0.0,Prince Edward Island,Uranium
2049-12-31,0.0,Prince Edward Island,Uranium
2050-12-31,0.0,Prince Edward Island,Uranium
2051-12-31,0.0,Prince Edward Island,Uranium
2024-12-31,0.0,Prince Edward Island,Coal & Coke
2025-12-31,0.0,Prince Edward Island,Coal & Coke
2026-12-31,0.0,Prince Edward Island,Coal & Coke
2027-12-31,0.0,Prince Edward Island,Coal & Coke
2028-12-31,0.0,Prince Edward Island,Coal & Coke
2029-12-31,0.0,Prince Edward Island,Coal & Coke
2030-12-31,0.0,Prince Edward Island,Coal & Coke
2031-12-31,0.0,Prince Edward Island,Coal & Coke
2032-12-31,0.0,Prince Edward Island,Coal & Coke
2033-12-31,0.0,Prince Edward Island,Coal & Coke
2034-12-31,0.0,Prince Edward Island,Coal & Coke
2035-12-31,0.0,Prince Edward Island,Coal & Coke
2036-12-31,0.0,Prince Edward Island,Coal & Coke
2037-12-31,0.0,Prince Edward Island,Coal & Coke
2038-12-31,0.0,Prince Edward Island,Coal & Coke
2039-12-31,0.0,Prince Edward Island,Coal & Coke
2040-12-31,0.0,Prince Edward Island,Coal & Coke
2041-12-31,0.0,Prince Edward Island,Coal & Coke
2042-12-31,0.0,Prince Edward Island,Coal & Coke
2043-12-31,0.0,Prince Edward Island,Coal & Coke
2044-12-31,0.0,Prince Edward Island,Coal & Coke
2045-12-31,0.0,Prince Edward Island,Coal & Coke
2046-12-31,0.0,Prince Edward Island,Coal & Coke
2047-12-31,0.0,Prince Edward Island,Coal & Coke
2048-12-31,0.0,Prince Edward Island,Coal & Coke
2049-12-31,0.0,Prince Edward Island,Coal & Coke
2050-12-31,0.0,Prince Edward Island,Coal & Coke
2051-12-31,0.0,Prince Edward Island,Coal & Coke
2024-12-31,0.0,Prince Edward Island,Natural Gas
2025-12-31,0.0,Prince Edward Island,Natural Gas
2026-12-31,0.0,Prince Edward Island,Natural Gas
2027-12-31,0.0,Prince Edward Island,Natural Gas
2028-12-31,0.0,Prince Edward Island,Natural Gas
2029-12-31,0.0,Prince Edward Island,Natural Gas
2030-12-31,0.0,Prince Edward Island,Natural Gas
2031-12-31,0.0,Prince Edward Island,Natural Gas
2032-12-31,0.0,Prince Edward Island,Natural Gas
2033-12-31,0.0,Prince Edward Island,Natural Gas
2034-12-31,0.0,Prince Edward Island,Natural Gas
2035-12-31,0.0,Prince Edward Island,Natural Gas
2036-12-31,0.0,Prince Edward Island,Natural Gas
2037-12-31,0.0,Prince Edward Island,Natural Gas
2038-12-31,0.0,Prince Edward Island,Natural Gas
2039-12-31,0.0,Prince Edward Island,Natural Gas
2040-12-31,0.0,Prince Edward Island,Natural Gas
2041-12-31,0.0,Prince Edward Island,Natural Gas
2042-12-31,0.0,Prince Edward Island,Natural Gas
2043-12-31,0.0,Prince Edward Island,Natural Gas
2044-12-31,0.0,Prince Edward Island,Natural Gas
2045-12-31,0.0,Prince Edward Island,Natural Gas
2046-12-31,0.0,Prince Edward Island,Natural Gas
2047-12-31,0.0,Prince Edward Island,Natural Gas
2048-12-31,0.0,Prince Edward Island,Natural Gas
2049-12-31,0.0,Prince Edward Island,Natural Gas
2050-12-31,0.0,Prince Edward Island,Natural Gas
2051-12-31,0.0,Prince Edward Island,Natural Gas
2024-12-31,13.053455538749695,Prince Edward Island,Oil
2025-12-31,13.84000706911087,Prince Edward Island,Oil
2026-12-31,14.562846643924713,Prince Edward Island,Oil
2027-12-31,15.299903182983398,Prince Edward Island,Oil
2028-12-31,15.935621654987335,Prince Edward Island,Oil
2029-12-31,15.523592581748963,Prince Edward Island,Oil
2030-12-31,15.78479307770729,Prince Edward Island,Oil
2031-12-31,16.0052695441246,Prince Edward Island,Oil
2032-12-31,16.187177379131317,Prince Edward Island,Oil
2033-12-31,16.328963142633437,Prince Edward Island,Oil
2034-12-31,16.435681489706038,Prince Edward Island,Oil
2035-12-31,16.56658570408821,Prince Edward Island,Oil
2036-12-31,16.683931672573088,Prince Edward Island,Oil
2037-12-31,16.78982848882675,Prince Edward Island,Oil
2038-12-31,16.886315042972566,Prince Edward Island,Oil
2039-12-31,16.97558855652809,Prince Edward Island,Oil
2040-12-31,17.059589335918425,Prince Edward Island,Oil
2041-12-31,17.136893892288207,Prince Edward Island,Oil
2042-12-31,17.208202767372132,Prince Edward Island,Oil
2043-12-31,17.274128375053404,Prince Edward Island,Oil
2044-12-31,17.335165127515793,Prince Edward Island,Oil
2045-12-31,17.391658067703247,Prince Edward Island,Oil
2046-12-31,17.443876060247423,Prince Edward Island,Oil
2047-12-31,17.492168629169463,Prince Edward Island,Oil
2048-12-31,17.5368240571022,Prince Edward Island,Oil
2049-12-31,17.578123158216478,Prince Edward Island,Oil
2050-12-31,17.616310898065567,Prince Edward Island,Oil
2051-12-31,17.65163074851036,Prince Edward Island,Oil
2024-12-31,200418.15565452576,Quebec,Hydro / Wave / Tidal
2025-12-31,199963.29969812036,Quebec,Hydro / Wave / Tidal
2026-12-31,200733.4218852818,Quebec,Hydro / Wave / Tidal
2027-12-31,200479.2573989868,Quebec,Hydro / Wave / Tidal
2028-12-31,201241.77602925897,Quebec,Hydro / Wave / Tidal
2029-12-31,202114.07786682845,Quebec,Hydro / Wave / Tidal
2030-12-31,202217.5574395895,Quebec,Hydro / Wave / Tidal
2031-12-31,202498.06917645334,Quebec,Hydro / Wave / Tidal
2032-12-31,202709.6760388255,Quebec,Hydro / Wave / Tidal
2033-12-31,203029.5324518323,Quebec,Hydro / Wave / Tidal
2034-12-31,203264.98201174737,Quebec,Hydro / Wave / Tidal
2035-12-31,203391.60487707853,Quebec,Hydro / Wave / Tidal
2036-12-31,203542.03268287182,Quebec,Hydro / Wave / Tidal
2037-12-31,203677.01964057685,Quebec,Hydro / Wave / Tidal
2038-12-31,203804.7104919076,Quebec,Hydro / Wave / Tidal
2039-12-31,203901.71023042203,Quebec,Hydro / Wave / Tidal
2040-12-31,203979.84221627712,Quebec,Hydro / Wave / Tidal
2041-12-31,204055.39952881337,Quebec,Hydro / Wave / Tidal
2042-12-31,204121.22270632983,Quebec,Hydro / Wave / Tidal
2043-12-31,204177.85473160743,Quebec,Hydro / Wave / Tidal
2044-12-31,204224.65193631648,Quebec,Hydro / Wave / Tidal
2045-12-31,204265.34328167437,Quebec,Hydro / Wave / Tidal
2046-12-31,204301.74470347166,Quebec,Hydro / Wave / Tidal
2047-12-31,204333.0543132305,Quebec,Hydro / Wave / Tidal
2048-12-31,204359.85105285645,Quebec,Hydro / Wave / Tidal
2049-12-31,204382.81814571618,Quebec,Hydro / Wave / Tidal
2050-12-31,204402.8365903616,Quebec,Hydro / Wave / Tidal
2051-12-31,204420.2767657757,Quebec,Hydro / Wave / Tidal
2024-12-31,14402.501118260625,Quebec,Wind
2025-12-31,15039.433130264284,Quebec,Wind
2026-12-31,15670.973862050774,Quebec,Wind
2027-12-31,16344.890520538094,Quebec,Wind
2028-12-31,16844.09289604664,Quebec,Wind
2029-12-31,17366.987395043376,Quebec,Wind
2030-12-31,17901.156831542256,Quebec,Wind
2031-12-31,18417.738293925526,Quebec,Wind
2032-12-31,18917.19763389707,Quebec,Wind
2033-12-31,19398.017932207586,Quebec,Wind
2034-12-31,19867.77715376258,Quebec,Wind
2035-12-31,20324.406320176127,Quebec,Wind
2036-12-31,20766.81623369217,Quebec,Wind
2037-12-31,21195.436273639207,Quebec,Wind
2038-12-31,21610.5482720089,Quebec,Wind
2039-12-31,22012.53518874288,Quebec,Wind
2040-12-31,22401.44012755752,Quebec,Wind
2041-12-31,22777.435503318313,Quebec,Wind
2042-12-31,23140.77662265301,Quebec,Wind
2043-12-31,23491.680661978724,Quebec,Wind
2044-12-31,23830.409559264186,Quebec,Wind
2045-12-31,24157.19209577322,Quebec,Wind
2046-12-31,24472.31673483849,Quebec,Wind
2047-12-31,24775.97578534842,Quebec,Wind
2048-12-31,25068.532313221698,Quebec,Wind
2049-12-31,25350.20183704019,Quebec,Wind
2050-12-31,25621.27945147753,Quebec,Wind
2051-12-31,25882.050304195884,Quebec,Wind
